id,skill_name,date_created,date_updated
295,FIELD OPERATIONS,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
296,MEDICAL DEVICES,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
297,CONTRACTS,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
298,EXCELLENT COMMUNICATION SKILLS,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
299,ANTIBIOTIC,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
300,PROJECT MANAGEMENT,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
301,RECEPTIONIST,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
302,RISK ASSESSMENT,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
303,NLP,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
304,VENIPUNCTURE,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
305,LABORATORY,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
306,THERAPY,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
307,DETAIL ORIENTED,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
308,BUYINGPROCUREMENT,2017-01-12 22:18:01.708814+00,2017-01-12 22:18:01.708814+00
309,CORRECTIVE ACTION,2017-01-12 22:24:44.130264+00,2017-01-12 22:24:44.130305+00
310,HLA,2017-01-12 22:24:44.256566+00,2017-01-12 22:24:44.256609+00
311,OASIS,2017-01-12 22:24:44.289559+00,2017-01-12 22:24:44.2896+00
312,PLASMA,2017-01-12 22:24:44.337989+00,2017-01-12 22:24:44.338031+00
313,BIOSTATISTICS,2017-01-12 22:35:34.365286+00,2017-01-12 22:35:34.365345+00
314,ETHNOGRAPHIC,2017-01-12 22:35:34.462872+00,2017-01-12 22:35:34.462957+00
315,FACETS,2017-01-12 22:35:34.515996+00,2017-01-12 22:35:34.516038+00
316,JOURNAL,2017-01-12 22:35:34.547916+00,2017-01-12 22:35:34.547956+00
317,QUANTITATIVE,2017-01-12 22:35:34.601173+00,2017-01-12 22:35:34.601211+00
318,WEB BASED,2017-01-12 22:35:34.642898+00,2017-01-12 22:35:34.642934+00
319,WEBBASED,2017-01-12 22:35:34.662082+00,2017-01-12 22:35:34.662123+00
320,ASSISTANT SALES,2017-01-13 18:11:10.931109+00,2017-01-13 18:11:10.93115+00
321,INCREASED SALES,2017-01-13 18:11:10.989534+00,2017-01-13 18:11:10.989577+00
322,OUTPATIENT CARE,2017-01-13 18:11:11.035732+00,2017-01-13 18:11:11.035772+00
323,PEDIATRIC NURSING,2017-01-13 18:11:11.064357+00,2017-01-13 18:11:11.064396+00
324,SALES MANAGER,2017-01-13 18:11:11.10821+00,2017-01-13 18:11:11.108254+00
325,SALES PRODUCTION,2017-01-13 18:11:11.127712+00,2017-01-13 18:11:11.127752+00
326,SANITATION,2017-01-13 18:11:11.15313+00,2017-01-13 18:11:11.15317+00
327,65 WPM,2017-01-13 18:11:53.085234+00,2017-01-13 18:11:53.085425+00
328,ANSWERING PHONES,2017-01-13 18:11:53.116855+00,2017-01-13 18:11:53.116893+00
329,COPYING,2017-01-13 18:11:53.139775+00,2017-01-13 18:11:53.139811+00
330,FAXING,2017-01-13 18:11:53.160208+00,2017-01-13 18:11:53.160246+00
331,ICD9,2017-01-13 18:11:53.192182+00,2017-01-13 18:11:53.19222+00
332,MULTILINE,2017-01-13 18:11:53.226896+00,2017-01-13 18:11:53.226935+00
333,MULTILINE PHONE,2017-01-13 18:11:53.245574+00,2017-01-13 18:11:53.245615+00
334,MULTILINE PHONE SYSTEM,2017-01-13 18:11:53.261755+00,2017-01-13 18:11:53.261796+00
335,PHONE SYSTEM,2017-01-13 18:11:53.294666+00,2017-01-13 18:11:53.294708+00
336,BONE MARROW,2017-01-13 23:56:16.64481+00,2017-01-13 23:56:16.644851+00
337,MILLENNIUM,2017-01-13 23:56:16.69257+00,2017-01-13 23:56:16.692607+00
338,ADOBE PHOTOSHOP,2017-01-18 02:11:43.665686+00,2017-01-18 02:11:43.665727+00
339,ADVERTISING,2017-01-18 02:11:43.684404+00,2017-01-18 02:11:43.684445+00
340,ILLUSTRATION,2017-01-18 02:11:43.727985+00,2017-01-18 02:11:43.728028+00
341,ILLUSTRATOR,2017-01-18 02:11:43.747458+00,2017-01-18 02:11:43.747502+00
342,LEASING,2017-01-18 02:11:43.775745+00,2017-01-18 02:11:43.775784+00
343,LOANS,2017-01-18 02:11:43.795097+00,2017-01-18 02:11:43.79514+00
344,PAINTING,2017-01-18 02:11:43.821081+00,2017-01-18 02:11:43.821118+00
345,PASSPORT,2017-01-18 02:11:43.839548+00,2017-01-18 02:11:43.83959+00
346,PHOTOSHOP,2017-01-18 02:11:43.85817+00,2017-01-18 02:11:43.858211+00
347,PRICING,2017-01-18 02:11:43.888009+00,2017-01-18 02:11:43.888047+00
348,PUBLIC RELATIONS,2017-01-18 02:11:43.912193+00,2017-01-18 02:11:43.912235+00
349,PUBLISHER,2017-01-18 02:11:43.937635+00,2017-01-18 02:11:43.937681+00
350,SALES REPRESENTATIVE,2017-01-18 02:11:43.96484+00,2017-01-18 02:11:43.964878+00
351,SALESMARKETING,2017-01-18 02:11:43.989377+00,2017-01-18 02:11:43.989419+00
352,SECURITY ADMINISTRATION,2017-01-18 02:11:44.016154+00,2017-01-18 02:11:44.016192+00
353,SOCIAL MEDIA MARKETING,2017-01-18 02:11:44.037069+00,2017-01-18 02:11:44.037111+00
354,VOICE RECORDING,2017-01-18 02:11:44.063901+00,2017-01-18 02:11:44.063939+00
355,CPT,2017-01-18 02:12:23.463152+00,2017-01-18 02:12:23.46319+00
356,CPT CODING,2017-01-18 02:12:23.484009+00,2017-01-18 02:12:23.484051+00
357,ICD CPT,2017-01-18 02:12:23.522039+00,2017-01-18 02:12:23.522077+00
358,SANE,2017-01-18 02:12:23.588398+00,2017-01-18 02:12:23.588437+00
359,LAB TECHNICIAN,2017-01-18 02:19:14.46449+00,2017-01-18 02:19:14.464548+00
360,COMMUNITY OUTREACH,2017-01-18 02:19:57.471923+00,2017-01-18 02:19:57.471961+00
361,MEDICAL REVIEW,2017-01-18 02:19:57.51766+00,2017-01-18 02:19:57.517708+00
362,HHA,2017-01-18 02:20:41.228109+00,2017-01-18 02:20:41.228151+00
363,ARRANGEMENTS,2017-01-18 12:25:10.875298+00,2017-01-18 12:25:10.87534+00
364,BUDGET ANALYSIS,2017-01-18 12:25:10.909917+00,2017-01-18 12:25:10.909954+00
365,PROGRAM MANAGEMENT,2017-01-18 12:25:11.025673+00,2017-01-18 12:25:11.025711+00
366,REFURBISHING,2017-01-18 12:25:11.073396+00,2017-01-18 12:25:11.073433+00
367,CPR AND FIRST AID,2017-01-18 16:31:17.626812+00,2017-01-18 16:31:17.62685+00
368,ENTRY LEVEL,2017-01-18 16:31:17.665029+00,2017-01-18 16:31:17.665068+00
369,NURSE AIDE,2017-01-18 16:31:17.705961+00,2017-01-18 16:31:17.706+00
370,CPA,2017-01-18 18:26:48.216703+00,2017-01-18 18:26:48.216743+00
371,AAS,2017-01-18 19:20:08.584898+00,2017-01-18 19:20:08.584941+00
372,CCP,2017-01-18 19:20:08.608944+00,2017-01-18 19:20:08.608984+00
373,CERTIFIED COMPENSATION PROFESSIONAL,2017-01-18 19:20:08.627127+00,2017-01-18 19:20:08.627169+00
374,COMPUTER OPERATIONS,2017-01-18 19:20:08.644961+00,2017-01-18 19:20:08.645002+00
375,ISP,2017-01-18 19:20:08.669056+00,2017-01-18 19:20:08.669096+00
376,PERIOPERATIVE NURSING,2017-01-18 19:20:08.700932+00,2017-01-18 19:20:08.700969+00
377,PROGRESS,2017-01-18 19:20:08.718958+00,2017-01-18 19:20:08.719+00
378,STERILIZATION,2017-01-18 19:20:08.739983+00,2017-01-18 19:20:08.740023+00
379,REGISTERED NURSING,2017-01-19 07:30:59.673719+00,2017-01-19 07:30:59.673759+00
380,FEDEX,2017-01-19 12:12:08.933442+00,2017-01-19 12:12:08.933481+00
381,REFRIGERATION,2017-01-19 12:12:08.983463+00,2017-01-19 12:12:08.983513+00
382,SOLUTIONS,2017-01-19 12:12:09.016274+00,2017-01-19 12:12:09.016315+00
383,ADJUSTMENTS,2017-01-19 16:08:54.047392+00,2017-01-19 16:08:54.047432+00
384,DOCUMENTING,2017-01-19 16:08:54.09987+00,2017-01-19 16:08:54.099907+00
385,FRONT DESK,2017-01-19 16:08:54.133199+00,2017-01-19 16:08:54.133236+00
386,MAS,2017-01-19 16:08:54.169564+00,2017-01-19 16:08:54.169603+00
387,RISK ASSESSMENTS,2017-01-19 16:08:54.214748+00,2017-01-19 16:08:54.214803+00
388,CLAIMS,2017-01-20 15:18:36.39895+00,2017-01-20 15:18:36.39899+00
389,COMPENSATION,2017-01-20 15:18:36.42154+00,2017-01-20 15:18:36.421579+00
390,CORRESPONDENCE,2017-01-20 15:18:36.444988+00,2017-01-20 15:18:36.445029+00
391,FMLA,2017-01-20 15:18:36.498113+00,2017-01-20 15:18:36.498151+00
392,NEW HIRES,2017-01-20 15:18:36.535632+00,2017-01-20 15:18:36.53567+00
393,NIOSH,2017-01-20 15:18:36.558497+00,2017-01-20 15:18:36.558538+00
394,WORKERS COMPENSATION,2017-01-20 15:18:36.611352+00,2017-01-20 15:18:36.61139+00
395,WRITING SKILLS,2017-01-20 15:18:36.629244+00,2017-01-20 15:18:36.629286+00
396,BILLING,2017-01-20 17:12:49.756244+00,2017-01-20 17:12:49.756284+00
397,BLACK BELT,2017-01-20 17:12:49.775682+00,2017-01-20 17:12:49.775724+00
398,MEDICAL BILLING,2017-01-20 17:12:49.846672+00,2017-01-20 17:12:49.84671+00
399,MEDICAL INVOICING,2017-01-20 17:12:49.86326+00,2017-01-20 17:12:49.863303+00
400,DEPLOYMENT,2017-01-20 17:30:24.113119+00,2017-01-20 17:30:24.113158+00
401,EDUCATIONAL PROGRAMS,2017-01-20 17:30:24.148923+00,2017-01-20 17:30:24.148961+00
402,EPIC,2017-01-20 17:30:24.165902+00,2017-01-20 17:30:24.165944+00
403,MCKESSON,2017-01-20 17:30:24.190094+00,2017-01-20 17:30:24.190133+00
404,MEDITECH,2017-01-20 17:30:24.206212+00,2017-01-20 17:30:24.206259+00
405,BIOCHEMISTRY,2017-01-20 17:50:47.475367+00,2017-01-20 17:50:47.475425+00
406,BIOMEDICAL,2017-01-20 17:50:47.498671+00,2017-01-20 17:50:47.498715+00
407,CASTING,2017-01-20 17:50:47.536064+00,2017-01-20 17:50:47.536106+00
408,CELL CULTURE,2017-01-20 17:50:47.573397+00,2017-01-20 17:50:47.573438+00
409,CIVIL ENGINEERING,2017-01-20 17:50:47.606714+00,2017-01-20 17:50:47.606817+00
410,ELECTROPHORESIS,2017-01-20 17:50:47.650041+00,2017-01-20 17:50:47.650083+00
411,ELISA,2017-01-20 17:50:47.667651+00,2017-01-20 17:50:47.667696+00
412,GEL ELECTROPHORESIS,2017-01-20 17:50:47.698915+00,2017-01-20 17:50:47.698958+00
413,IMAGING,2017-01-20 17:50:47.731868+00,2017-01-20 17:50:47.731928+00
414,LABORATORY TECHNICIAN,2017-01-20 17:50:47.779496+00,2017-01-20 17:50:47.779536+00
415,PHYSICIAN ASSISTANT,2017-01-20 17:50:47.828295+00,2017-01-20 17:50:47.828341+00
416,STAINING,2017-01-20 17:50:47.86124+00,2017-01-20 17:50:47.8613+00
417,XRAY,2017-01-20 17:50:47.907483+00,2017-01-20 17:50:47.907524+00
418,BIOLOGICAL SCIENCES,2017-01-20 17:59:16.49514+00,2017-01-20 17:59:16.495179+00
419,DNA,2017-01-20 17:59:16.533305+00,2017-01-20 17:59:16.533344+00
420,DNARNA,2017-01-20 17:59:16.551563+00,2017-01-20 17:59:16.551605+00
421,MOUSE,2017-01-20 17:59:16.596723+00,2017-01-20 17:59:16.596763+00
422,RNA,2017-01-20 17:59:16.635454+00,2017-01-20 17:59:16.635492+00
423,PCA,2017-01-20 19:03:34.231707+00,2017-01-20 19:03:34.231745+00
424,PRINCIPAL COMPONENT ANALYSIS,2017-01-20 19:03:34.26463+00,2017-01-20 19:03:34.264685+00
425,BAR CODE,2017-01-20 19:17:27.621958+00,2017-01-20 19:17:27.621999+00
426,DATA ANALYSIS,2017-01-20 20:17:28.823356+00,2017-01-20 20:17:28.823395+00
427,MARKETING ANALYSIS,2017-01-20 20:17:28.841335+00,2017-01-20 20:17:28.841376+00
428,SYSTEM LEVEL,2017-01-20 20:17:28.921356+00,2017-01-20 20:17:28.921399+00
429,EXCELLENT WRITTEN,2017-01-21 13:24:55.286991+00,2017-01-21 13:24:55.287028+00
430,EXCELLENT WRITTEN AND VERBAL COMMUNICATION SKILLS,2017-01-21 13:24:55.304813+00,2017-01-21 13:24:55.304856+00
431,MULTITASKING,2017-01-21 13:24:55.333752+00,2017-01-21 13:24:55.33379+00
432,ONCOLOGY NURSING,2017-01-21 13:24:55.362868+00,2017-01-21 13:24:55.362907+00
433,PATENTS,2017-01-21 13:24:55.39693+00,2017-01-21 13:24:55.396969+00
434,WRITTEN AND VERBAL,2017-01-21 13:24:55.467196+00,2017-01-21 13:24:55.467233+00
435,Fact,2017-01-21 17:24:25.521106+00,2017-01-21 17:24:25.521145+00
436,Fact ERP,2017-01-21 17:24:25.557058+00,2017-01-21 17:24:25.557099+00
437,GEM,2017-01-21 18:54:37.128146+00,2017-01-21 18:54:37.128183+00
438,ICD 9 CODING,2017-01-21 18:54:37.175682+00,2017-01-21 18:54:37.175723+00
439,PUBLIC HEALTH,2017-01-21 18:54:37.216468+00,2017-01-21 18:54:37.216506+00
440,RECONCILIATION,2017-01-21 18:54:37.234207+00,2017-01-21 18:54:37.234247+00
441,HVAC,2017-01-22 13:45:58.224699+00,2017-01-22 13:45:58.224737+00
442,SHEET METAL,2017-01-22 21:12:45.43161+00,2017-01-22 21:12:45.431652+00
443,Drivers,2017-01-22 23:52:55.572651+00,2017-01-22 23:52:55.57269+00
444,EXCELLENT ORGANIZATIONAL SKILLS,2017-01-22 23:52:55.5998+00,2017-01-22 23:52:55.599841+00
445,ORGANIZATIONAL SKILLS,2017-01-22 23:52:55.652645+00,2017-01-22 23:52:55.652682+00
446,ASSISTED LIVING FACILITIES,2017-01-23 09:07:08.404315+00,2017-01-23 09:07:08.404353+00
447,ENDOCRINOLOGY,2017-01-23 09:07:08.46204+00,2017-01-23 09:07:08.462081+00
448,GENERAL MEDICAL,2017-01-23 09:07:08.480634+00,2017-01-23 09:07:08.480678+00
449,CCC,2017-01-24 05:50:46.786121+00,2017-01-24 05:50:46.786163+00
450,NEW PRODUCT INTRODUCTION,2017-01-24 05:50:46.84927+00,2017-01-24 05:50:46.849325+00
451,NPI,2017-01-24 05:50:46.866238+00,2017-01-24 05:50:46.866279+00
452,ASSEMBLY,2017-01-24 14:24:08.532228+00,2017-01-24 14:24:08.532273+00
453,DESIGNING WASTE,2017-01-24 14:24:08.565116+00,2017-01-24 14:24:08.565152+00
454,DISASSEMBLY,2017-01-24 14:24:08.590317+00,2017-01-24 14:24:08.590359+00
455,HAZARDOUS WASTE,2017-01-24 14:24:08.611067+00,2017-01-24 14:24:08.61111+00
456,INVENTORY CONTROL,2017-01-24 14:24:08.635138+00,2017-01-24 14:24:08.635176+00
457,KITCHEN,2017-01-24 14:24:08.654461+00,2017-01-24 14:24:08.654503+00
458,LEAK DETECTION,2017-01-24 14:24:08.674404+00,2017-01-24 14:24:08.674447+00
459,PACKING,2017-01-24 14:24:08.724459+00,2017-01-24 14:24:08.724496+00
460,PLUMBING,2017-01-24 14:24:08.74616+00,2017-01-24 14:24:08.746202+00
461,PRECAST,2017-01-24 14:24:08.763063+00,2017-01-24 14:24:08.763105+00
462,PROJECT PLANS,2017-01-24 14:24:08.782598+00,2017-01-24 14:24:08.78264+00
463,WATER TREATMENT,2017-01-24 14:24:08.831909+00,2017-01-24 14:24:08.831947+00
464,HEALTH INSURANCE PORTABILITY AND ACCOUNTABILITY ACT,2017-01-25 06:02:37.174041+00,2017-01-25 06:02:37.174106+00
465,FBI,2017-01-25 13:29:55.891738+00,2017-01-25 13:29:55.891775+00
466,FINGERPRINTING,2017-01-25 13:29:55.909719+00,2017-01-25 13:29:55.909761+00
467,SIMULTANEOUS,2017-01-25 13:29:56.007644+00,2017-01-25 13:29:56.007682+00
468,SPECIMEN PROCESSING,2017-01-25 13:29:56.03365+00,2017-01-25 13:29:56.033693+00
469,WORKERS COMPENSATION CLAIMS,2017-01-25 13:29:56.071232+00,2017-01-25 13:29:56.07127+00
470,ACLS PROVIDER,2017-01-25 17:50:06.125546+00,2017-01-25 17:50:06.125585+00
471,CASH HANDLING,2017-01-25 17:50:06.151549+00,2017-01-25 17:50:06.151586+00
472,CREDIT,2017-01-25 17:50:06.179009+00,2017-01-25 17:50:06.179052+00
473,HOUSEKEEPING,2017-01-25 17:50:06.212513+00,2017-01-25 17:50:06.212551+00
474,LOCKOUTTAGOUT,2017-01-25 17:50:06.2438+00,2017-01-25 17:50:06.243842+00
475,LOSS PREVENTION,2017-01-25 17:50:06.264084+00,2017-01-25 17:50:06.264134+00
476,MARKET RESEARCH,2017-01-25 17:50:06.28688+00,2017-01-25 17:50:06.286922+00
477,MERCHANDISING,2017-01-25 17:50:06.318139+00,2017-01-25 17:50:06.318177+00
478,PROCESS IMPROVEMENTS,2017-01-25 17:50:06.356871+00,2017-01-25 17:50:06.356912+00
479,SAFETY PROCEDURES,2017-01-25 17:50:06.408785+00,2017-01-25 17:50:06.408822+00
480,STAFF TRAINING,2017-01-25 17:50:06.435821+00,2017-01-25 17:50:06.435859+00
481,WORKFLOW,2017-01-25 17:50:06.479092+00,2017-01-25 17:50:06.479131+00
482,80 WPM,2017-01-25 22:10:51.058782+00,2017-01-25 22:10:51.058827+00
483,CA RN,2017-01-25 22:10:51.088762+00,2017-01-25 22:10:51.088803+00
484,CLIENTSERVER,2017-01-25 22:10:51.112088+00,2017-01-25 22:10:51.112128+00
485,DATABASES,2017-01-25 22:10:51.141134+00,2017-01-25 22:10:51.141174+00
486,FOXPRO,2017-01-25 22:10:51.187061+00,2017-01-25 22:10:51.1871+00
487,RN LICENSE ,2017-01-25 22:10:51.259151+00,2017-01-25 22:10:51.259195+00
488,TEAM LEAD,2017-01-25 22:10:51.281197+00,2017-01-25 22:10:51.281237+00
489,VISUAL BASIC,2017-01-25 22:10:51.318319+00,2017-01-25 22:10:51.318365+00
490,EMERGENCY RESPONSE,2017-01-25 22:20:06.276994+00,2017-01-25 22:20:06.277034+00
491,PEDIATRIC NURSE,2017-01-25 22:24:46.223393+00,2017-01-25 22:24:46.223435+00
492,EMERGENCY NURSING,2017-01-25 23:06:50.545415+00,2017-01-25 23:06:50.545454+00
493,LICENSED VOCATIONAL NURSE,2017-01-25 23:09:31.548705+00,2017-01-25 23:09:31.548745+00
494,SOC,2017-01-25 23:09:31.604545+00,2017-01-25 23:09:31.604585+00
495,CHEMISTRY,2017-01-25 23:43:41.213655+00,2017-01-25 23:43:41.213698+00
496,PHLEBOTOMY CERTIFICATION,2017-01-25 23:43:41.28712+00,2017-01-25 23:43:41.287159+00
497,TRANSLATOR,2017-01-25 23:43:41.316846+00,2017-01-25 23:43:41.316886+00
498,ALGORITHMS,2017-01-25 23:47:00.011234+00,2017-01-25 23:47:00.011275+00
499,CASE REPORT,2017-01-25 23:47:00.094965+00,2017-01-25 23:47:00.095006+00
500,FEMA,2017-01-25 23:47:00.177141+00,2017-01-25 23:47:00.177181+00
501,HAZMAT,2017-01-25 23:47:00.216361+00,2017-01-25 23:47:00.216402+00
502,HOME HEALTH AIDE,2017-01-25 23:47:00.234113+00,2017-01-25 23:47:00.234156+00
503,LEADERSHIP DEVELOPMENT,2017-01-25 23:47:00.273764+00,2017-01-25 23:47:00.273804+00
504,LVN,2017-01-25 23:47:00.306441+00,2017-01-25 23:47:00.306485+00
505,MEDIC,2017-01-25 23:47:00.32765+00,2017-01-25 23:47:00.327694+00
506,SAMPLING,2017-01-25 23:47:00.397122+00,2017-01-25 23:47:00.397161+00
507,SOPS,2017-01-25 23:47:00.430858+00,2017-01-25 23:47:00.430902+00
508,TEST PROCEDURES,2017-01-25 23:47:00.471903+00,2017-01-25 23:47:00.471943+00
509,BOOKKEEPING,2017-01-26 00:13:24.759201+00,2017-01-26 00:13:24.759239+00
510,OFFICE MANAGEMENT,2017-01-26 00:13:24.796426+00,2017-01-26 00:13:24.796465+00
511,RELATIONSHIP BUILDING,2017-01-26 00:13:24.81907+00,2017-01-26 00:13:24.81911+00
512,RED CROSS,2017-01-26 00:31:22.979182+00,2017-01-26 00:31:22.979222+00
513,EHR,2017-01-26 00:43:18.6924+00,2017-01-26 00:43:18.692439+00
514,AUTO CAD,2017-01-26 00:57:13.022508+00,2017-01-26 00:57:13.022548+00
515,CAD,2017-01-26 00:57:13.046346+00,2017-01-26 00:57:13.04639+00
516,CATH LAB,2017-01-26 00:57:13.072921+00,2017-01-26 00:57:13.072961+00
517,STERILE,2017-01-26 00:57:13.141666+00,2017-01-26 00:57:13.141704+00
518,PR,2017-01-26 01:04:09.431475+00,2017-01-26 01:04:09.431595+00
519,PREMIER,2017-01-26 01:42:19.104086+00,2017-01-26 01:42:19.104129+00
520,GOAL ORIENTED,2017-01-26 02:22:04.840725+00,2017-01-26 02:22:04.840765+00
521,GOALORIENTED,2017-01-26 02:22:04.871819+00,2017-01-26 02:22:04.871883+00
522,CERNER,2017-01-26 04:50:07.723716+00,2017-01-26 04:50:07.723755+00
523,CLS,2017-01-26 04:50:07.74253+00,2017-01-26 04:50:07.742573+00
524,INTERNAL QUALITY AUDITS,2017-01-26 04:50:07.785646+00,2017-01-26 04:50:07.785686+00
525,RNC,2017-01-26 05:12:55.270006+00,2017-01-26 05:12:55.270044+00
526,EXCELLENT COMPUTER SKILLS,2017-01-26 05:52:46.161589+00,2017-01-26 05:52:46.161629+00
527,WORD PERFECT,2017-01-26 05:52:46.233989+00,2017-01-26 05:52:46.234028+00
528,WORDPERFECT,2017-01-26 05:52:46.251583+00,2017-01-26 05:52:46.251627+00
529,NRP,2017-01-26 09:20:39.489227+00,2017-01-26 09:20:39.489268+00
530,ONC,2017-01-26 09:20:39.525394+00,2017-01-26 09:20:39.525441+00
531,INSTRUMENTATION,2017-01-26 15:30:53.899738+00,2017-01-26 15:30:53.899776+00
532,MICROSOFT POWERPOINT,2017-01-26 15:30:53.927046+00,2017-01-26 15:30:53.927091+00
533,ADC,2017-01-26 18:00:33.424927+00,2017-01-26 18:00:33.424973+00
534,GOVERNANCE,2017-01-26 18:00:33.481623+00,2017-01-26 18:00:33.481663+00
535,PROPOSALS,2017-01-26 18:00:33.549053+00,2017-01-26 18:00:33.549092+00
536,RESTRUCTURING,2017-01-26 18:00:33.585793+00,2017-01-26 18:00:33.585837+00
537,ROOT CAUSE ANALYSIS,2017-01-26 18:00:33.610105+00,2017-01-26 18:00:33.610144+00
538,SIX SIGMA,2017-01-26 18:00:33.637357+00,2017-01-26 18:00:33.637399+00
539,SIX SIGMA METHODOLOGIES,2017-01-26 18:00:33.664091+00,2017-01-26 18:00:33.664133+00
540,SIXSIGMA,2017-01-26 18:00:33.685818+00,2017-01-26 18:00:33.685861+00
541,APQP,2017-01-26 18:33:48.642364+00,2017-01-26 18:33:48.642406+00
542,CERAMIC,2017-01-26 18:33:48.666512+00,2017-01-26 18:33:48.666555+00
543,CIRCUITS,2017-01-26 18:33:48.685113+00,2017-01-26 18:33:48.685155+00
544,DISPATCH,2017-01-26 18:33:48.706915+00,2017-01-26 18:33:48.706957+00
545,ELECTRICAL WIRING,2017-01-26 18:33:48.726895+00,2017-01-26 18:33:48.726936+00
546,FORKLIFT,2017-01-26 18:33:48.759602+00,2017-01-26 18:33:48.759641+00
547,PASTRY,2017-01-26 18:33:48.801072+00,2017-01-26 18:33:48.801134+00
548,PVC,2017-01-26 18:33:48.818964+00,2017-01-26 18:33:48.819005+00
549,WIRING,2017-01-26 18:33:48.843168+00,2017-01-26 18:33:48.843207+00
550,DETAILORIENTED,2017-01-26 22:38:50.353219+00,2017-01-26 22:38:50.353258+00
551,EBP,2017-01-26 22:38:50.376605+00,2017-01-26 22:38:50.376646+00
552,ACCOUNTS RECEIVABLES,2017-01-27 15:47:02.36751+00,2017-01-27 15:47:02.367557+00
553,CLIENT SERVICES,2017-01-27 15:47:02.392764+00,2017-01-27 15:47:02.392806+00
554,RECEIVABLES,2017-01-27 15:47:02.45167+00,2017-01-27 15:47:02.451708+00
555,SALES REPORT,2017-01-27 15:47:02.482162+00,2017-01-27 15:47:02.482212+00
556,ALGORITHM,2017-01-28 02:27:09.068516+00,2017-01-28 02:27:09.068557+00
557,AUDITING,2017-01-28 02:27:09.091976+00,2017-01-28 02:27:09.092017+00
558,MANAGERIAL,2017-01-28 02:27:09.176475+00,2017-01-28 02:27:09.176514+00
559,MEDICAL FACILITIES,2017-01-28 02:27:09.201131+00,2017-01-28 02:27:09.201171+00
560,PROACTIVE,2017-01-28 02:27:09.251932+00,2017-01-28 02:27:09.251971+00
561,UCC,2017-01-28 02:27:09.33317+00,2017-01-28 02:27:09.333208+00
562,HEALTH BENEFITS,2017-01-28 02:59:39.601636+00,2017-01-28 02:59:39.601676+00
563,PHLEBOTOMY TECHNICIAN,2017-01-28 02:59:39.675151+00,2017-01-28 02:59:39.675191+00
564,LOTUS NOTES,2017-01-28 14:25:28.703005+00,2017-01-28 14:25:28.703047+00
565,SOFTWARE DISTRIBUTION,2017-01-28 14:25:28.74279+00,2017-01-28 14:25:28.742832+00
566,SYSTEMS ANALYST,2017-01-28 14:25:28.760864+00,2017-01-28 14:25:28.76091+00
567,GREETING,2017-01-28 14:27:42.608469+00,2017-01-28 14:27:42.608509+00
568,MAPPING,2017-01-28 21:01:39.348537+00,2017-01-28 21:01:39.348577+00
569,RADAR SYSTEM,2017-01-28 21:01:39.409095+00,2017-01-28 21:01:39.409134+00
570,TOPO,2017-01-28 21:01:39.464912+00,2017-01-28 21:01:39.46495+00
571,EVENT PLANNING,2017-01-29 02:05:47.362524+00,2017-01-29 02:05:47.362563+00
572,EXCHANGE,2017-01-29 02:05:47.389562+00,2017-01-29 02:05:47.389601+00
573,MOLECULAR BIOLOGY,2017-01-29 02:05:47.47662+00,2017-01-29 02:05:47.476657+00
574,BOARD OF REGISTERED NURSING,2017-01-29 02:08:28.815396+00,2017-01-29 02:08:28.815436+00
575,DAVENPORT,2017-01-30 03:16:58.469293+00,2017-01-30 03:16:58.469336+00
576,MICROSOFT PROJECT,2017-01-30 15:43:30.53218+00,2017-01-30 15:43:30.532219+00
577,MS PROJECT,2017-01-30 15:43:30.551158+00,2017-01-30 15:43:30.551202+00
578,MS WORD,2017-01-30 15:43:30.569528+00,2017-01-30 15:43:30.569572+00
579,ANTIBODY,2017-01-30 16:19:40.545035+00,2017-01-30 16:19:40.545074+00
580,MIXING,2017-01-30 16:19:40.650276+00,2017-01-30 16:19:40.650343+00
581,MONOCLONAL,2017-01-30 16:19:40.671817+00,2017-01-30 16:19:40.671866+00
582,NURSES ASSISTANT,2017-01-30 16:19:40.710002+00,2017-01-30 16:19:40.71005+00
583,RHEUMATOLOGY,2017-01-30 16:19:40.750058+00,2017-01-30 16:19:40.750097+00
584,MEDICAL INSTRUMENTS,2017-01-30 16:43:54.781388+00,2017-01-30 16:43:54.781427+00
585,SMP,2017-01-30 16:43:54.816354+00,2017-01-30 16:43:54.816393+00
586,ULTRASOUND,2017-01-30 16:43:54.839764+00,2017-01-30 16:43:54.839804+00
587,BUSINESS DEVELOPMENT,2017-01-30 17:51:17.336845+00,2017-01-30 17:51:17.336886+00
